index,question,answer,Usage
test_0781,মুসাফির (১৯৫৭-এর চলচ্চিত্র)-এর সমস্ত গানের কথা কে লিখেছেন?,শৈলেন্দ্র।,Private
test_0782,বারঘোয়াটা গোত্র কোন বৃহত্তর বার্বার গোত্রের অন্তর্গত ছিল?,মাসমুদ গোত্র।,Public
test_0783,বাবুছড়া ইউনিয়নের প্রশাসনিক কার্যক্রম কোন থানার আওতাধীন?,দীঘিনালা থানা।,Public
test_0784,সফটওয়্যার নির্মাতার কাজের মধ্যে কী কী কাজ অন্তর্ভুক্ত?,"সফটওয়্যার ডিজাইন, কম্পিউটার প্রোগ্রামিং, সফটওয়্যার প্রকল্প ব্যবস্থাপনা, সফটওয়্যার পণ্য ব্যবস্থাপনা।",Public
test_0785,দীপা দাশমুন্সির পদ গ্রহণের সময় কী ঘটেছিল?,অধিষ্ঠিত।,Public
test_0786,রুহি জুবেরী কাকে বিয়ে করেন?,আহমদ জিয়াউদ্দিন।,Public
test_0787,৭২ সন্তোষ ট্রফিতে জম্মু ও কাশ্মীর ফুটবল দলের অধিনায়ক কে ছিলেন?,আকিফ জাভেদ রেশি।,Public
test_0788,কে. এম. ইমরুল কায়েশ কোন পদে পদোন্নতি পান?,জেলা ও দায়রা জজ।,Public
test_0789,হাসান গুল কবে থেকে আল-কায়েদার সদস্য ছিলেন?,অন্তত দশ বছর আগে।,Public
test_0790,টেলিভিশন চলচ্চিত্রগুলি সাধারণত কতগুলি পর্বে দেখানো হতে পারে?,এক বা ততোধিক পর্ব।,Public
test_0791,"পর্তুগিজ ভাষায় ""রোটেইরো"" শব্দের অর্থ কী?","""রোড ম্যাপ"" বা ""পরিভ্রমণ তালিকা""।",Public
test_0792,গুর্জরা-প্রতিহার রাজা মিহির ভোজ কোন উপাধি গ্রহণ করেছিলেন এবং বরাহ মূর্তিকে চিত্রিত করা মুদ্রাও তৈরি করেছিলেন?,"""আদি-বরাহ""।",Private
test_0793,কাদা মাটির টুকরাকে খাদ্য হিসাবে গ্রহণ করার কারণ কী?,খাদ্য সংকট।,Public
test_0794,রিচার্ড এফ. হেক কোন বছরে রসায়নে নোবেল পুরস্কার অর্জন করেন?,২০১০।,Public
test_0795,"""খোঁজ-দ্য সার্চ-২"" ছবির সঙ্গীত পরিচালনায় ইমন সাহার সহযোগী কে?",হাবিব ওয়াহিদ।,Public
test_0796,ইবনে কুল্লাব আশ-শাফির দলের মধ্যে কোন কোন ব্যক্তিত্ব অন্তর্ভুক্ত ছিল?,"আল-কারিবিসি, আল-কাল্নিসি, আল-মুহাসিবি, আল-বুখারি, আবু সাওর ও দাউদ জাহিরি।",Public
test_0797,"বাংলায় ""per cent"" শব্দটির সমতুল্য কী?",শতকরা ভাগ।,Public
test_0798,পারমাণবিক দুর্ভিক্ষের সময় কৃষি বাস্তুতন্ত্রের উপর পারমাণবিক শীতের প্রভাব কীভাবে প্রকাশ পায়?,ফসলের উৎপাদন হ্রাস।,Public
test_0799,পান্দিওন ১ম কার একমাত্র পুত্র ছিল?,অ্যাথেন্সের এরিখথনিউস ও ওকেয়ানিদ প্রাক্সিথেয়া।,Public
test_0800,পশ্চিমবঙ্গ রাষ্ট্রীয় বিশ্ববিদ্যালয়ের অধীনে কতগুলি কলেজ রয়েছে?,৫৭।,Public
test_0801,হুজি মসজিদটি কোন শতাব্দীতে নির্মিত হয়েছিল?,১৪শ শতাব্দী।,Public
test_0802,শ্রীরঙ্গ গদ্যম রচনা করার জন্য রামানুজকে কোন উৎসব অনুপ্রেরণা জোগায়?,পাঙ্গুনি উত্তরম্ উৎসব।,Public
test_0803,ডেভিড লিঞ্চের ছবিগুলির মধ্যে দ্য স্ট্রেইট স্টোরির বিশেষত্ব কী?,সরল ও স্পষ্ট গল্পবলি।,Public
test_0804,ইউনিক জোন্স গিবসন কোন প্রচারাভিযান তৈরি করার জন্য পরিচিত হয়ে ওঠেন?,"বিকজ অফ দেম, উই ক্যান™।",Public
test_0805,সিন্ধু আজাদ পার্টি কোন প্রতিষ্ঠানের নির্বাচনে তিনটি আসনে জয়লাভ করে?,সিন্ধু বিধানসভা।,Public
test_0806,মণিপুর পিপলস পার্টি কোন জোটকে সমর্থন করেছে?,জাতীয় গণতান্ত্রিক জোট।,Public
test_0807,রোমান সাম্রাজ্যের সময় বর্তমান ওরান অঞ্চলে কোন নামে একটি ছোট বসতি বিদ্যমান ছিল?,ইউনিকা কলোনিয়া।,Public
test_0808,বর্ণ শব্দটির অর্থ নির্ধারণের জন্য কী বিবেচনা করা উচিত?,প্রসঙ্গ ও ব্যবহার।,Public
test_0809,শ্রীরামকৃষ্ণ প্রতাপচন্দ্র হাজরাকে কীভাবে দেখতে পেয়েছিলেন?,শুকনো কাঠের টুকরার মতো।,Private
test_0810,২০১৩ সাল পর্যন্ত পেনাইল ট্র্যাকশনের ব্যবহার নিয়ে তদন্তের বেশিরভাগ গবেষণা কোন রোগের উপর দৃষ্টি নিবদ্ধ করে?,পেরোনি রোগ।,Public
test_0811,ভাষাবিজ্ঞানের পরিভাষায় ত্রিপদী কী?,একটি স্থায়ী এক্সপ্রেশন যা তিনটি পদ নিয়ে গঠিত।,Private
test_0812,মেধা কোন রাজার কাছে দুর্গোৎসব তত্ত্ব ব্যাখ্যা করেন?,রাজা সুরথ।,Public
test_0813,অরিন্দম গুইন কত সাল থেকে একজন কাউন্সিলর এবং কত সাল পর্যন্ত বৈদ্যবাটি পৌরসভার চেয়ারপার্সন ছিলেন?,"২০১০, ২০১৫-২০২১।",Private
test_0814,দক্ষিণ ইউরোপে ডাফনে মেজেরিয়াম উদ্ভিদটি কোন উচ্চতায় পাওয়া যায়?,মাঝারি থেকে উচ্চতর উচ্চতায়।,Public
test_0815,কেল-ঠোঁটি টুকান পাখির বৈশিষ্ট্য কী যা তাদের অন্যান্য পাখি থেকে আলাদা করে?,কেল-ঠোঁট।,Private
test_0816,দিনাজপুর নুরজাহান কামিল মাদ্রাসা কত একর জমির উপর স্থাপিত?,২.৬৩ একর।,Public
test_0817,নাজিয়াইং মসজিদটি কোন সালে সংরক্ষিত সাংস্কৃতিক নিদর্শন হিসেবে তালিকাভুক্ত করা হয়?,২০১৯।,Private
test_0818,শু কাই কোন বছরে জন্মগ্রহণ করেন?,১৯৯৫।,Public
test_0819,পেশমারগার কাঠামো কোন দুটি রাজনৈতিক দল দ্বারা বিভক্ত ও নিয়ন্ত্রিত হয়?,কুর্দিস্তান ডেমোক্রেটিক পার্টি ও কুর্দিস্তান দেশপ্রেমিক ইউনিয়ন।,Public
test_0820,১৯৬৪ এএফসি এশিয়ান কাপের টুর্নামেন্টে কোন অঞ্চলটি যেকোন যোগ্যতার ম্যাচ খেলতে পারে?,একটি সম্মিলিত মধ্য অঞ্চল ১ এবং ২।,Private
test_0821,পশ্চিমবঙ্গের রাজ্যপালের সরকারি বাসভবনের নাম কী?,রাজভবন।,Public
test_0822,এই-ইচি নেগিশি কোন রাসায়নিক বিক্রিয়া উদ্ভাবনের জন্য সর্বাধিক পরিচিত?,নেগিশি কাপলিং।,Public
test_0823,সিধো কানো বিরসা বিশ্ববিদ্যালয়ের অধীনে কতগুলি কলেজ রয়েছে?,৩০।,Public
test_0824,জোবার্গ সুপার কিংস ফ্র্যাঞ্চাইজিটির সাথে কোন ফ্র্যাঞ্চাইজির নাম উল্লেখ করা হয়েছে?,চেন্নাই সুপার কিংস।,Private
test_0825,ইয়েন্স কাজুস্ত সুইডেনের হয়ে আন্তর্জাতিক পর্যায়ে অভিষেক করার পর থেকে কতগুলি ম্যাচে অংশগ্রহণ করেছেন?,১৭।,Private
test_0826,এএসএম নজরুল ইসলাম রবি কোন নির্বাচনী এলাকা থেকে বাংলাদেশ আওয়ামী লীগের নৌকা প্রতীকে মনোনয়ন প্রত্যাশী ছিলেন?,পাবনা-৪।,Public
test_0827,২০০৮ গ্রীষ্মকালীন অলিম্পিকের মুষ্টিযুদ্ধ কোন শহরে অনুষ্ঠিত হয়?,বেইজিং।,Private
test_0828,আব্দুল মুক্তাদির কোন বিশ্ববিদ্যালয় থেকে ভূতত্ত্বে স্নাতকোত্তর ডিগ্রি অর্জন করেন?,ঢাকা বিশ্ববিদ্যালয়।,Public
test_0829,দোস্তানা চলচ্চিত্রের সঙ্গীতায়োজন করেছেন কে?,বিশাল-শেখর।,Public
test_0830,টিওপিইএক্স/পসিইডন উৎক্ষেপনের পর সমুদ্র সমতল পরিমাপের জন্য কোন প্রযুক্তি ব্যবহার করা হয়?,স্যাটেলাইট অলটিমিটার।,Public
test_0831,বেলমন্ড মিরাফ্লোরেস পার্ক হোটেলের পূর্ববর্তী নাম কী ছিল?,ওরিয়েন্ট-এক্সপ্রেস হোটেল।,Private
test_0832,ইকোকার্ডিওগ্রাফি অধ্যয়নের উপর ভিত্তি করে হৃৎপিণ্ডের কোন রোগটির পার্থক্য পরিমাপ করা যায়?,"হালকা, মাঝারি এবং গুরুতর আক্রান্ত হৃৎপিণ্ডের কপাটিকা রোগ।",Public
test_0833,ইয়াসের সেইরাওয়ান কতগুলি বই লিখেছেন?,বেশ কিছু।,Public
test_0834,বেহালা লাইব্রেরি কোন শহরের অন্যতম সমৃদ্ধ ও বৃহদায়তন গ্রন্থাগার?,কলকাতা।,Private
test_0835,নিহাল মনসুর কবে প্রথম-শ্রেণীর ক্রিকেটে অভিষেক ঘটান?,২৬ সেপ্টেম্বর ২০১৭।,Private
test_0836,মহারাজা যাদবীন্দ্র সিং আন্তর্জাতিক ক্রিকেট স্টেডিয়ামটি কত সালে প্রতিষ্ঠিত হয়?,২০২১।,Private
test_0837,সৌমেন রায় কত ভোটে তপন দেব সিংহকে পরাজিত করেন?,"৯৪,৯৪৮ ভোট।",Public
test_0838,লালচাঁদ ফুলমালি কবে সিপিআই-এর সদস্য হন?,১৯৫৭।,Public
test_0839,গ্যারি গর্ডন কোন বছরে সোমালিয়াতে তার ইউনিটের সাথে যোগ দেন?,১৯৯৩।,Public
test_0840,গ্লাইকোলিপিড কী ধরনের এনজাইমের সাথে সম্পর্কিত?,গ্লাইকোসিলট্রান্সফারেজ।,Public
test_0841,স্থানীয় লোকাধিকার সমিতি কোন দলের অনুমোদিত সংগঠন?,শিবসেনা।,Public
test_0842,দোলনচাঁপা গাছ প্রাথমিকভাবে কোন অঞ্চলের ফুল হিসেবে পরিচিত?,ভারতবর্ষ।,Public
test_0843,পূর্ব গুজরা ইউনিয়নে কোন সড়ক দিয়ে নোয়াপাড়া সেকশন-২ সড়কে যাওয়া যায়?,কাপ্তাই সড়ক।,Public
test_0844,ভিডা মুয়ার্ছী চলচ্চিত্রটি কোন প্রোডাকশন কোম্পানির ব্যানারে প্রযোজনা করা হয়েছে?,লাইকা প্রোডাকশন।,Public
test_0845,এসজি সিগারেটের উৎপত্তি কোন দেশে?,পর্তুগাল।,Public
test_0846,খেলে হাম জি জান সে শীর্ষক চলচ্চিত্রে গণেশ ঘোষের চরিত্রে অভিনয় করেছেন কে?,সম্রাট মুখার্জী।,Public
test_0847,মিডিয়া পণ্ডিত লিভ ম্যানোভিচ কী বলেছেন এসব আর্কাইভ সম্পর্কে?,ব্যবহারকারীদের অনেক উপায়ে উপকরণ নেভিগেট করতে ডাটাবেস ফরম হিসেবে সাহায্য করবে।,Public
test_0848,নিত্যযাত্রার সময় দিনের কোন অংশটিকে কী নামে ডাকা হয়?,ভিড়ের সময়।,Private
test_0849,১৯৯২ সালে রয়্যাল রাম্বল ম্যাচের বিজয়ী কী পুরস্কার পেয়েছিল?,ডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ।,Public
test_0850,পাটোয়ারী শব্দটির ব্যবহার কীভাবে বৈচিত্র্যময় হতে পারে?,বংশগতভাবে এবং অন্যান্য প্রসঙ্গে।,Private
test_0851,ইলহাম হুসাইন কোন সংস্থার প্রধান হিসেবে দায়িত্ব পালন করেন?,মালদ্বীপ অটিজম অ্যাসোসিয়েশন।,Public
test_0852,চণ্ডীদাস চলচ্চিত্রটি কোন সালে মুক্তি পায়?,১৯৩৪।,Private
test_0853,উয়েফা ইউরোপীয় চ্যাম্পিয়নশিপের কোন সংস্করণে তৃতীয় স্থান নির্ধারণী ম্যাচ শেষ হয়েছে?,১৯৮০ সংস্করণ।,Public
test_0854,গিনি-বিসাউর জাতীয় সঙ্গীতের নাম কী?,এস্তা এ আ নসসা পাত্রিয়া বেম আমাদা।,Public
test_0855,ভারতে ২০২৫ সালে অনুষ্ঠিতব্য নির্বাচনের সাথে কোন প্রতিষ্ঠানের সম্পর্ক রয়েছে?,বিধানসভা।,Public
test_0856,ইহুদীরা মুহাম্মাদকে প্রশ্ন করেছিল কোন ঘটনা সম্পর্কে?,ইউসুফ-এর ঘটনা।,Private
test_0857,গ্রিক পুরাণে ইউরেনিয়া কীসের মিউজ ছিলেন?,জ্যোতির্বিজ্ঞান।,Public
test_0858,বাফেলো উইং ঐতিহ্যগতভাবে কীসহ পরিবেশন করা হয়?,সেলারি পাতা ও নীল পনির।,Public
test_0859,রিফিউজি চলচ্চিত্রে প্রসেনজিৎ চ্যাটার্জির চরিত্রটি কী?,বাংলাদেশের একজন বিশিষ্ট উদ্বাস্তু।,Public
test_0860,ইসরায়েলের ইন্টারনেট কান্ট্রি কোড টপ-লেভেল ডোমেইন (সিসিটিএলডি) কী?,.il।,Public
test_0861,দেবলগড় কোন নদীর তীরে অবস্থিত?,হাঙর নদী।,Public
test_0862,অক্সফোর্ড ইংরেজি অভিধানে আফগানিস্তানবাদকে কীভাবে তালিকাভুক্ত করা হয়েছে?,একটি মার্কিন প্রচলিত প্রবাদ।,Public
test_0863,NYSE গ্রুপ এবং ইউরোনেক্সটের একত্রীকরণের ফলে কী গঠিত হয়?,বিশ্বের প্রথম ইকুইটি এক্সচেঞ্জ।,Private
test_0864,লোনোমিয়া ফ্রাঙ্কাই প্রজাতিটি কোথায় পাওয়া যায়?,পেরু ওক্সাপাম্পা।,Public
test_0865,জামশিদ গিয়াসউদ্দিন আল কাশির গ্রন্থটি কোন ভাষায় অনূদিত হয়েছে?,ইংরেজি।,Public
test_0866,ভেনজেন্স (২০১১) অনুষ্ঠানে অসাম ট্রুথ ট্যাগ টিম ম্যাচে কাদের পরাজিত করেছে?,ট্রিপল এইচ ও সিএম পাংক।,Private
test_0867,লাউরেনৎস ডেল মূলত কোন অবস্থানে খেলেন?,ডান পার্শ্বীয় মধ্যমাঠের খেলোয়াড়।,Public
test_0868,যোগসূত্র II.29-এ যোগের কতটি অঙ্গের কথা উল্লেখ করা হয়েছে যার মধ্যে আসন অন্যতম?,আটটি।,Private
test_0869,পিয়ার ডি সিলভা কোন সালে সাইগনের সিআইএ-এর স্টেশন প্রধান হিসাবে নিযুক্ত হন?,1964।,Public
test_0870,শামাখি জুমা মসজিদটি কখন ইউনেস্কোর বিশ্ব ঐতিহ্যবাহী স্থানের তালিকায় অন্তর্ভুক্ত করা হয়?,১৯৯৫ সালে।,Private
test_0871,মহাসুখ মন্দির কোন জেলা শহর থেকে কত কিলোমিটার পশ্চিমে অবস্থিত?,বান্দরবান জেলা শহর থেকে তিন কিলোমিটার।,Public
test_0872,2015 সালে ইউএস সুপ্রিম কোর্টের সিদ্ধান্তের পর থেকে কী ঘটেছে মার্কিন গার্হস্থ্য অংশীদারিত্ব নিবন্ধনের ক্ষেত্রে?,কম নিবন্ধন।,Public
test_0873,কোন সালে অসহযোগ আন্দোলনের পর রাষ্ট্রপতি জাতীয় সংসদ বিলুপ্ত করেন?,২০২৪।,Public
test_0874,সৈয়দ আবদুল রহিম কোন অলিম্পিক টুর্নামেন্টের জন্য তার ছেলে সৈয়দ শহীদ হাকিমকে বেছে নিয়েছিলেন?,১৯৬০ গ্রীষ্মকালীন অলিম্পিক টুর্নামেন্ট।,Private
test_0875,মেন্ডোলিন বাদ্যযন্ত্রে কতগুলি জোড়া তার থাকে?,চার বা পাঁচ জোড়া।,Private
test_0876,ফকিরেরপুল ওয়াইএমসি দলটি কতবার শিরোপা জয় লাভ করেছিল ২০২৩–২৪ সালে?,দ্বিতীয়বার।,Public
test_0877,পুষ্পক রথের সাথে সম্পর্কিত দেবতা কে?,ইন্দ্র।,Private
test_0878,নিকলী থানা কবে গঠিত হয়?,১৯৮১ সালে।,Public
test_0879,মাউন্ট তাকাহে পর্বতে কী পাওয়া যায়?,"তুষার, বরফ এবং হিমবাহ।",Public
test_0880,কোন সালে ত্রিপুরা পাবলিশার্স গিল্ডের সচিব রঘুনাথ সরকার আগরতলা বইমেলা সম্পর্কে তার মন্তব্য করেন?,২০১৭।,Public
test_0881,বাকেরস জলপ্রপাত কোন জাতীয় উদ্যানে অবস্থিত?,হিলটন সমতল জাতীয় উদ্যান।,Public
test_0882,আবির রঞ্জন বিশ্বাস কোন রাজনৈতিক দলের সদস্য?,সর্বভারতীয় তৃণমূল কংগ্রেস।,Public
test_0883,হাদিল আল-হাশলামনের হত্যার ঘটনাটি কোন সংঘাতের সময় ঘটেছিল?,২০১৫-২০১৬ ইসরায়েল-ফিলিস্তিনি সংঘাত।,Public
test_0884,দ্য শাইনিং চলচ্চিত্রটি কোন সালে মুক্তি পায়?,১৯৮০।,Public
test_0885,অনিমেষ চক্রবর্তী কোন বিশ্ববিদ্যালয়ের বিজ্ঞান কলেজে রসায়নে স্নাতকোত্তর ডিগ্রির জন্য ভর্তি হন?,কলকাতা বিশ্ববিদ্যালয়।,Private
test_0886,সুলাইমান ইবনে আবদুল ওয়াহাব কোন অঞ্চলের সাথে সম্পর্কিত?,নজদ।,Private
test_0887,সোফিয়া লরেনের জন্ম কোন হাসপাতালে হয়েছিল?,ক্লিনিকা রেগিনা মার্গারিটা হাসপাতাল।,Public
test_0888,মুঞ্জি বাওয়েন্ডি কোন বিষয়ক গবেষণায় অংশগ্রহণকারী আদি গবেষকদের একজন?,কোলয়েডীয় কোয়ান্টাম ডট।,Public
test_0889,বিজয় গাঙ্গুলী কোন গানের জন্য সেরা নৃত্য পরিচালক হিসাবে ২০১৮ ফিল্মফেয়ার পুরস্কার জিতেন?,গালতি সে মিস্টেক।,Public
test_0890,ভারতে ফুটবল ক্লাবের সংখ্যা কেমন ধরনের?,বড়।,Public
test_0891,আধ্বব ব্রেইল কী হিসাবে স্বীকৃত?,আধুনিক মানদণ্ড ব্রেইল এনকোডিং।,Public
test_0892,মিরের খীল কোন ইউনিয়নে অবস্থিত?,ভূজপূর ইউনিয়ন।,Public
test_0893,ফতেহাবাদ ইউনিয়ন কোন উপজেলার অন্তর্গত?,দেবিদ্বার।,Private
test_0894,শুঁয়োপোকার রূপান্তর মানুষের শারীরিক জীবনের কোন প্রক্রিয়ার সাথে তুলনা করা যায়?,কোনটিই নয়।,Public
test_0895,প্রিয়া তেন্ডুলকর কোথায় মৃত্যুবরণ করেন?,প্রভাদেবী বাসভবন।,Private
test_0896,লোকতান্ত্রিক মোর্চা হিমাচল প্রদেশ কোন রাজ্যের একটি রাজনৈতিক দল?,হিমাচল প্রদেশ।,Public
test_0897,স্থানীয় সংবাদের বিষয়বস্তু কীভাবে অন্যান্য এলাকার সাথে তুলনা করা যায়?,সাধারণত অন্যান্য এলাকার জন্য আগ্রহের বিষয় নয়।,Public
test_0898,বচনামৃত কোন ধর্মীয় গ্রন্থের সাথে সম্পর্কিত?,হিন্দু গ্রন্থ।,Public
test_0899,ফিলিস্তিন জাতীয় অনূর্ধ্ব-২৩ ফুটবল দলটি কীভাবে পরিচিত?,আল-আহমর।,Public
test_0900,সিপিআই(এম)-এর কোন প্রার্থী ১৯৯৬ সালে কংগ্রেসের গুইরাম মাজিকে পরাজিত করেছিলেন?,অঙ্গদ বাউড়ি।,Private
test_0901,অভয়ারণ্যে দেখা যায় এমন আরেকটি বন্যপ্রাণী কী?,ভারতীয় বাইসন।,Private
test_0902,জশ ইংলিশ কোন মাসে পাকিস্তানিদের বিরুদ্ধে অস্ট্রেলিয়া একাদশের জাতীয় দলের হয়ে তার লিস্ট এ ক্রিকেটে অভিষেক হয়?,জানুয়ারি।,Private
test_0903,অস্কার আউরবাখ কোন বিশ্ববিদ্যালয়ে পরীক্ষার ভিত্তিতে প্রবেশ করেন?,নিউইয়র্ক বিশ্ববিদ্যালয়।,Public
test_0904,জিম্বাবুয়ে পুরুষ ক্রিকেট দল কতগুলি টোয়েন্টি২০ আন্তর্জাতিক (টি২০আই) ম্যাচ খেলার জন্য ২০২৩ সালের অক্টোবরে নামিবিয়া সফর করবে?,পাঁচটি।,Public
test_0905,মৎস্যের কনুইয়ের ওপরে কী ঢেকে রাখা হয়েছে?,অঙ্গবস্ত্র।,Public
test_0906,গরুড় পুরাণ গ্রন্থে পুত্র সম্পর্কে কী বলা হয়েছে?,পুত্র বিনা মুক্তি নাই।,Public
test_0907,শ্রাবণী মুখার্জির পিতামহ কেমন একজন ছিলেন?,চলচ্চিত্র নির্মাতা।,Public
test_0908,রক্ষন্দা খান শচীন ত্যাগীর সাথে কোথায় বিয়ে করেন?,মুম্বই।,Public
test_0909,মাহিগঞ্জ থানা কী ধরনের থানা?,মেট্রোপলিটন থানা।,Private
test_0910,ম্যাসাচুসেটস ইনস্টিটিউট অফ টেকনোলজিতে ক্লদ কোহেন-তানুদজির পদবি কী ছিল?,ভ্রাম্যমাণ অধ্যাপক।,Public
test_0911,বহুজন কমিউনিস্ট পার্টি ২০১৯ সালে কোন সমস্যার বিরুদ্ধে লড়াইয়ে অন্যান্য বাম শক্তির সাথে হাত মিলিয়েছিল?,এনআরসি।,Public
test_0912,কানিজ সুরকা কোন অনলাইন কমেডি গেম শো উপস্থাপন করেন?,দ্য জেনারেল ফান গেম শো।,Public
test_0913,সমরকলার মূল উদ্দেশ্য কী?,কৌশলগত লক্ষ্য অর্জন।,Public
test_0914,পায়ুমলদ্বারস্থ ফোড়া কী হিসাবে দেখা দেয়?,প্যারাপ্রোক্টাইটিস এর একটি জটিলতা।,Public
test_0915,ফাস্টট্র্যাক মার্কাটি কোন সালে টাইটান ঘড়ির একটি উপ-মার্কা হিসাবে চালু হয়?,১৯৯৮।,Public
test_0916,ওয়েন টিং কোন দুটি বিশ্ববিদ্যালয় থেকে স্নাতক হন?,কলম্বিয়া বিশ্ববিদ্যালয় এবং হার্ভার্ড বিজনেস স্কুল।,Private
test_0917,নিউ সোশ্যালিস্ট মুভমেন্ট দলটি কোন সালে ভারতের নির্বাচন কমিশনে নিবন্ধিত হয়েছিল?,২০০৭।,Public
test_0918,ফুয়েন্তে ফুয়েন্তে ওপাসএক্স চুরুটগুলি কোথায় তৈরি হয়?,চেতাও দে লা ফুয়েন্তে কারখানায়।,Private
test_0919,মুসলেহউদ্দিন আহমেদ কোন বিশ্ববিদ্যালয়ের প্রথম উপাচার্য হিসাবে দায়িত্ব পালন করেন?,নর্থ সাউথ বিশ্ববিদ্যালয়।,Public
test_0920,টেলিভিশনে শ্রেষ্ঠ পার্শ্ব অভিনেত্রী বিভাগে গোল্ডেন গ্লোব পুরস্কার কোন বিভাগে প্রদান করা হয়?,শ্রেষ্ঠ পার্শ্ব অভিনেত্রী।,Public
test_0921,সুশিমা প্রণালীর বিষয়শ্রেণী কী?,সুশিমা দ্বীপ।,Public
test_0922,২০২৩ আইসিসি নারী টি২০ বিশ্বকাপ এশিয়া বাছাইপর্বের নকআউট পর্বে উত্তীর্ণ হওয়া দলগুলোর জন্য কী সুবিধা রয়েছে?,২০২৩ আইসিসি নারী টি২০ বিশ্বকাপে খেলার সুযোগ।,Private
test_0923,রামকিঙ্কর উপাধ্যায় কবে প্রয়াত হন?,২০০২ খ্রিস্টাব্দের ৯ আগস্ট।,Public
test_0924,ক্যাম্পা কোলা কী ধরনের একটি পণ্য?,পানীয়।,Public
test_0925,টাঙ্গুয়ার হাওরে কোন প্রজাতির কাছিম বিলুপ্ত হয়েছে?,"হলুদ কাছিম, কড়ি কাইট্টা ও পুরা কাইট্টা।",Public
test_0926,স্থায়িত্ব উপত্যকায় ক্ষয়ের মাধ্যমে একটি পদার্থের পরমাণু কীভাবে রুপান্তরিত হয়?,অন্য পদার্থের পরমাণুতে।,Private
test_0927,প্রিন্স সিগারেটের বিক্রি কোন মহাদেশে সীমাবদ্ধ নয়?,ইউরোপ এবং এশিয়া।,Public
test_0928,রোধের মান যদি এক হাজার কিলো ওহম এর সমান বা অতিক্রম করে তবে তাকে কিভাবে প্রকাশ করা হয়?,মেগা ওহমে।,Private
test_0929,ডেভিডফ কোম্পানির চুরুট কোথায় উত্পাদিত হয়?,ডোমিনিকান রিপাবলিক এবং হন্ডুরাস।,Private
test_0930,সাকুরা সিগারেটের কোন দিকটি অপরিবর্তিত ছিল?,প্যাক নকশা এবং মৌলিক উপাদান।,Private
test_0931,সাফ চ্যাম্পিয়নশিপের প্রথম আসর কবে অনুষ্ঠিত হয়েছে?,১৯৯৩।,Private
test_0932,জাতীয় আইসক্রিম মাস কারা উদযাপন করে?,আইসক্রিম প্রস্তুতকারী।,Private
test_0933,শিশু দিবসে ভারতে কী ধরনের অনুষ্ঠান সমগ্র দেশে অনুষ্ঠিত হয়?,শিক্ষামূলক এবং প্রেরণামূলক অনুষ্ঠান।,Public
test_0934,কোন মৌসুমে মার্কাস হ্যারিসকে তরুণদের নিয়ে গড়া ক্রিকেট অস্ট্রেলিয়া একাদশের পক্ষে খেলার জন্যে আমন্ত্রিত করা হয়?,২০১৫-১৬।,Public
test_0935,আবদুস সবুর কোথায় জন্মগ্রহণ করেন?,কুমিল্লার দাউদকান্দির বাহেরচর।,Public
test_0936,পেরিয়ালবর তিরুমলির স্তোত্রের অনুবাদকের নাম কী?,বসুধা নারায়ণ।,Private
test_0937,পশ্চিমবঙ্গ স্বাস্থ্যবিজ্ঞান বিশ্ববিদ্যালয় স্থাপনের উদ্দেশ্য কী?,স্বাস্থ্যবিজ্ঞান ও চিকিৎসাবিদ্যা শিক্ষাব্যবস্থার উন্নতি।,Public
test_0938,জাপানের বৈজ্ঞানিক গবেষণা কেন্দ্রগুলি কীভাবে পরিচালিত হয়?,জেএসপিএস-এর মাধ্যমে।,Private
test_0939,মেইপোরুল নায়নারকে কোন ভাষায় চেদীরাজ নামে পরিচিত?,কন্নড়।,Public
test_0940,ওয়ান পেং ২০২১ সালে কোন নাটকে ঝাং জাও-এর বিপরীতে অভিনয় করেন?,লাভ লাইক হোয়াইট জেড।,Public
test_0941,শ্যামপুর চিনি কল লিমিটেডে চিনি উৎপাদনের ক্ষমতা কীভাবে পরিমাপ করা হয়?,মেট্রিক টন।,Private
test_0942,মোশারেফ হোসেন শাহজাহানের রাজনৈতিক জীবনের সাথে কোন দলের সম্পর্ক ছিল?,বাংলাদেশ আওয়ামী লীগ।,Private
test_0943,রাসেল সিমন্স কোন সংস্থায় প্রধান প্রযুক্তি নির্বাহী হিসাবে দায়িত্ব পালন করেন?,"ইয়েলপ, ইনকর্পোরেটেড।",Public
test_0944,২০০৮ গ্রীষ্মকালীন অলিম্পিকে জুডো – পুরুষদের ৬৬ কেজি বিভাগের প্রতিযোগিতার প্রারম্ভিক পর্ব কখন শুরু হয়?,বেলা ১২:০০টা।,Public
test_0945,ট্যারন এগারটন কোন চলচ্চিত্রে হেঙ্ক রজার্স চরিত্রে অভিনয় করেছেন?,টেট্রিস।,Public
test_0946,কোন ব্যান্ডের অংশ হিসাবে ঋতুরাজ ভৌমিক তার সৃজনশীল যাত্রা শুরু করেন?,"""বাপ কা বেটা""।",Private
test_0947,সংস্কৃত পাঠ বিবাদর্ণবসেতু কোন অধ্যায়ে আইনজীবীদের প্রতিষ্ঠানের অস্তিত্বকে নিশ্চিত করে?,অধ্যায় ৩।,Private
